Id,TimeToEnd,DistanceToRadar,Composite,HybridScan,HydrometeorType,Kdp,RR1,RR2,RR3,RadarQualityIndex,Reflectivity,ReflectivityQC,RhoHV,Velocity,Zdr,LogWaterVolume,MassWeightedMean,MassWeightedSD,Expected
11,60.0 54.0 48.0 43.0 37.0 31.0 26.0 20.0 15.0 9.0 3.0 29.0 57.0 51.0 45.0 40.0 34.0 28.0 23.0 18.0 13.0 8.0 3.0,39.0 39.0 39.0 39.0 39.0 39.0 39.0 39.0 39.0 39.0 39.0 45.0 59.0 59.0 59.0 59.0 59.0 59.0 59.0 59.0 59.0 59.0 59.0,16.0 16.0 23.5 16.0 14.5 24.5 24.0 24.0 20.5 19.5 14.5 -99900.0 33.5 33.0 35.5 32.0 32.5 36.0 38.0 36.5 36.0 35.0 36.5,14.5 16.5 16.0 20.0 20.5 21.5 25.0 21.0 19.0 23.5 22.0 -99900.0 35.0 34.0 34.5 33.0 34.0 32.5 39.0 33.5 35.0 35.0 35.5,8.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 8.0 13.0 10.0 13.0 9.0 9.0 13.0 13.0 13.0 10.0 9.0 13.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.10761 4.88846 3.43367 4.24115 4.39665 5.84349 6.58393 4.7587 6.52027 5.86824,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 5.02463 7.03575 4.04235 4.89367 6.36833 8.55266 9.9885 6.80427 6.7477 8.13881,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 5.51035 8.20454 -6.40287 -3.50258 -7.52721 6.69406 -1.17985 3.09245 -1.4305 -2.39438,999.0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0,16.0 16.0 23.5 16.0 14.5 24.5 24.0 24.0 20.5 19.5 14.5 16.0 33.5 33.0 35.5 32.0 32.5 36.0 38.0 36.5 36.0 35.0 36.5,16.0 16.0 23.5 16.0 14.5 24.5 24.0 24.0 20.5 19.5 14.5 -99900.0 33.5 33.0 35.5 32.0 32.5 36.0 38.0 36.5 36.0 35.0 36.5,-99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 0.888333 0.941667 0.961667 0.985 0.975 0.995 0.988333 0.978333 0.965 0.981667 0.975,-99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -15.0 -12.0 -10.5 -8.5 -4.5 -3.5 -9.0 -4.5 -10.0 -2.0 -3.0,-99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -99903.0 -1.4375 -0.5 0.125 -0.5625 -0.625 0.0625 0.6875 0.375 1.5 0.25 0.6875,nan nan nan nan nan nan nan nan nan nan nan nan -7.31677186588 -8.1825296941 -7.98571543476 -8.3264191234 -8.20886425132 -7.84816709058 -7.88640686066 -8.05022855811 -8.88227501218 -8.25397107278 -8.1713046443,nan nan nan nan nan nan nan nan nan nan nan nan 1.17561138007 1.45766903382 1.63133159625 1.41497457462 1.42317554812 1.61013901906 1.85128564413 1.75939313192 2.13472593065 1.69249874377 1.82022620601,nan nan nan nan nan nan nan nan nan nan nan nan 0.457333882535 0.554600168275 0.634069826881 0.54210103815 0.541179045572 0.631574011301 0.734375900421 0.688136173609 0.845245446938 0.647340656379 0.71821279633,1.5
12,53.0 32.0 28.0 25.0 18.0 14.0 11.0 7.0,54.0 54.0 54.0 54.0 54.0 54.0 54.0 54.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.129463 0.02632 999.0 0.0470137 0.120046 999.0 0.0606696 0.101632,1.0 1.0 2.5 -3.5 0.0 -3.0 -2.0 6.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,1.035 0.905 1.05167 0.588333 0.951667 -99900.0 1.05167 0.895,9.0 -1.5 -99900.0 -99900.0 -3.0 -99900.0 -99900.0 -5.0,6.5625 2.0 7.9375 7.9375 0.125 -99900.0 6.1875 7.9375,nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan,0.0
13,58.0 53.0 49.0 45.0 40.0 32.0 27.0 23.0 18.0 14.0 10.0 5.0 1.0,61.0 61.0 61.0 61.0 61.0 61.0 61.0 61.0 61.0 61.0 61.0 61.0 61.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0488619 0.034898 0.261684 0.124458 0.0866299 0.378501 0.0507948 0.0553127 0.139047 0.273943 0.396265 0.0393783 0.082994,9.0 1.5 3.5 5.5 7.5 3.0 11.0 8.5 8.5 6.5 5.0 6.5 7.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.815 0.861667 1.05167 0.978333 1.05167 1.05167 0.975 0.701667 0.875 0.925 0.828333 0.708333 0.885,-12.0 -99900.0 -9.0 -12.5 -7.5 -6.5 -10.5 -8.0 -9.0 -6.0 -7.5 -5.0 -8.0,5.0 4.5625 1.0 3.0 5.25 -2.125 5.3125 1.8125 1.25 2.375 0.5 2.125 3.9375,nan nan nan nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan nan nan nan,0.0
14,54.0 44.0 34.0 25.0 15.0 5.0,94.0 94.0 94.0 94.0 94.0 94.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 6.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.136066 0.19765 0.0344786 0.048176 0.0878565 0.0419591,1.0 11.5 12.0 12.0 11.0 14.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,1.05167 0.868333 0.665 0.805 0.861667 0.751667,-13.0 -11.5 -10.5 -12.0 -20.0 -13.5,5.4375 1.875 2.875 6.375 2.0625 3.6875,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
15,53.0 43.0 34.0 24.0 14.0 4.0,51.0 51.0 51.0 51.0 51.0 51.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,999.0 999.0 999.0 999.0 999.0 999.0,9.0 4.0 2.0 6.5 3.5 5.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.965 0.758333 0.265 0.428333 0.555 0.678333,10.0 6.0 -6.5 8.0 7.0 0.0,1.625 -3.6875 -2.1875 -2.9375 -6.5625 -1.875,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
16,54.0 44.0 34.0 25.0 15.0 6.0,90.0 90.0 90.0 90.0 90.0 90.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0903232 0.109509 0.0335321 0.0500252 0.665488 0.021187,4.5 10.0 6.0 9.0 2.0 11.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.768333 0.558333 0.618333 0.535 0.828333 0.445,-4.0 -0.5 3.5 -0.5 -5.5 -2.5,2.375 -0.625 3.1875 3.0 -0.1875 2.4375,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
17,49.0 40.0 30.0 21.0,82.0 82.0 82.0 82.0,-99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0,0.0351551 0.0254175 0.0660286 999.0,3.5 -1.5 0.5 1.0,-99900.0 -99900.0 -99900.0 -99900.0,0.715 1.05167 0.628333 0.788333,-0.5 3.5 4.0 -99900.0,6.9375 2.1875 2.9375 0.9375,nan nan nan nan,nan nan nan nan,nan nan nan nan,0.0
18,60.0 41.0,4.0 4.0,-99900.0 -99900.0,-99900.0 -99900.0,8.0 8.0,0.0 0.0,0.0 0.0,-99900.0 -99900.0,-99900.0 -99900.0,0.0 0.0,1.0 -0.5,-99900.0 -99900.0,0.711667 0.505,0.5 11.5,3.5625 3.3125,nan nan,nan nan,nan nan,0.0
19,49.0,38.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,0.0,2.5,-99900.0,0.908333,-99900.0,1.875,nan,nan,nan,0.0
20,61.0 51.0 41.0 32.0 22.0 12.0 3.0,27.0 27.0 27.0 27.0 27.0 27.0 27.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,12.5 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.500568 0.653466 0.0465356 0.27436 0.0336375 0.0203525 0.0907609,13.0 15.5 13.5 7.0 17.5 11.0 16.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.888333 0.808333 0.638333 0.815 0.448333 0.745 0.871667,-3.5 -1.0 -0.5 1.0 -0.5 -2.0 2.0,0.5625 -0.3125 0.375 0.375 2.8125 2.625 2.1875,nan nan nan nan nan nan nan,nan nan nan nan nan nan nan,nan nan nan nan nan nan nan,0.0
21,59.0 55.0 51.0 46.0 42.0 38.0 29.0 25.0 20.0 16.0 12.0 7.0 3.0,82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0 82.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,6.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -99900.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0166915 0.145157 0.0238909 0.097978 0.0195815 0.0132764 0.0357426 0.0600834 0.111338 0.0841023 999.0 999.0 999.0,10.5 9.0 8.0 4.5 1.5 5.5 9.0 0.5 4.5 -1.5 0.0 1.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.208333 0.901667 0.208333 1.05167 0.685 0.501667 0.785 1.05167 1.05167 1.05167 1.05167 1.05167 0.975,0.0 3.0 1.5 -99900.0 0.0 -99900.0 0.0 4.0 2.5 -99900.0 -0.5 -99900.0 -99900.0,1.75 -4.0 0.25 6.4375 0.0625 -4.375 5.3125 3.3125 7.9375 -2.6875 7.375 7.8125 5.125,nan nan nan nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan nan nan nan,0.0
22,57.0,19.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,0.0196624,-4.5,-99900.0,1.05167,-6.0,4.125,nan,nan,nan,0.0
23,28.0,93.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,999.0,14.0,-99900.0,-99903.0,-99903.0,-99903.0,nan,nan,nan,0.0
24,60.0 54.0 48.0 36.0 30.0 25.0 13.0,75.0 75.0 75.0 75.0 75.0 75.0 75.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0264758 0.181175 999.0 0.611399 0.0333036 0.149804 0.0913374,-7.5 3.5 -11.0 4.0 11.5 2.5 -9.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,1.05167 0.851667 1.05167 0.938333 0.421667 0.968333 0.878333,-99900.0 -6.0 -99900.0 -11.5 -9.5 -9.0 -9.5,3.25 2.4375 5.5 1.375 7.9375 5.9375 -0.4375,nan nan nan nan nan nan nan,nan nan nan nan nan nan nan,nan nan nan nan nan nan nan,0.0
25,53.0 44.0 34.0 24.0 14.0 5.0,75.0 75.0 75.0 75.0 75.0 75.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0 0.0 0.0 0.0 0.0 0.0,8.0 8.0 4.5 8.0 5.5 9.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.888333 0.875 0.835 0.731667 0.775 0.748333,-6.0 -6.5 -6.0 -7.0 -7.0 -7.0,2.125 1.75 1.6875 3.4375 2.5 1.5625,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
26,54.0 35.0 30.0 17.0 12.0 7.0 3.0,2.0 2.0 2.0 2.0 2.0 2.0 2.0,-99900.0 -99900.0 -99900.0 12.0 12.5 -7.0 -2.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0807146 0.228723 0.024943 0.176034 0.0808971 0.0338129 0.14343,-8.0 21.0 -5.0 -0.5 14.0 0.5 -7.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 0.995 1.05167 0.891667 0.731667 0.861667 0.535,-99900.0 -5.0 -99900.0 -99900.0 -12.5 -99900.0 -99900.0,-99900.0 -0.5 7.9375 7.9375 4.1875 7.3125 0.125,nan nan nan nan nan nan nan,nan nan nan nan nan nan nan,nan nan nan nan nan nan nan,0.0
27,13.0 8.0 4.0 22.0 14.0 8.0 3.0 6.0,30.0 30.0 30.0 44.0 44.0 44.0 44.0 54.0,11.5 10.5 15.5 -99900.0 14.5 14.0 14.5 16.0,11.5 9.0 15.5 -99900.0 11.5 12.0 18.5 13.0,1.0 1.0 1.0 8.0 9.0 9.0 7.0 4.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.247126 0.0 0.0 0.238904,-99900.0 -99900.0 -99900.0 -99900.0 0.290633 -99900.0 -99900.0 0.238904,-99900.0 -99900.0 -99900.0 -99900.0 -0.441408 -99900.0 -99900.0 15.1142,0.928159 0.953012 0.83141 0.141852 0.975953 0.97934 0.835954 0.92166,11.0 10.5 15.5 15.0 14.5 14.0 14.5 16.0,11.0 10.5 15.5 -99900.0 14.5 14.0 14.5 16.0,1.05167 0.981667 1.005 1.05167 1.05167 1.01167 0.868333 1.015,-25.0 -99901.0 5.5 -14.0 -99901.0 -99901.0 -99901.0 -10.0,1.4375 0.375 1.9375 0.8125 -0.5 0.8125 1.125 0.5,-14.5231100288 -13.8932934536 -13.9235907556 nan -12.3735161105 -13.4145072345 -13.5429743893 -12.8085661589,2.0344757531 1.68361908169 2.32288637292 nan 1.42048226898 1.83091548683 1.98694524143 1.76063584107,0.84878556601 0.674474266752 0.940220419069 nan 0.555137841798 0.736363063362 0.777923388614 0.683453584389,0.0
28,60.0 54.0 48.0 42.0 37.0 31.0 25.0 19.0 13.0 7.0 1.0,12.0 12.0 12.0 12.0 12.0 12.0 12.0 12.0 12.0 12.0 12.0,23.0 19.5 24.5 27.5 30.5 31.0 12.5 20.0 22.5 9.0 13.5,16.5 21.0 -99900.0 -99900.0 -99900.0 -99900.0 23.0 -99900.0 -99900.0 16.5 16.0,1.0 4.0 4.0 4.0 2.0 4.0 4.0 6.0 4.0 6.0 4.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.602108 0.0 0.814 0.0 2.3638 0.0 0.0 0.0 0.0 0.0 0.0,0.602108 -99900.0 0.814 -99900.0 2.3638 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,5.00595 -99900.0 4.84234 -99900.0 9.75411 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.917542 0.813801 0.478621 0.631074 0.799205 0.820753 0.463411 0.84656 0.787045 0.132465 0.781404,23.0 19.5 24.5 27.5 30.5 31.0 23.5 20.0 22.5 15.5 13.5,23.0 19.5 24.5 27.5 30.5 31.0 -99900.0 20.0 22.5 -99900.0 13.5,0.958333 0.891667 0.911667 0.978333 0.978333 0.981667 0.965 0.895 0.958333 0.758333 0.915,5.0 4.0 5.5 6.0 5.5 5.5 5.5 6.0 7.0 6.5 7.0,0.375 -1.125 2.375 1.0 1.1875 1.6875 4.125 -0.3125 2.0 5.1875 2.125,-11.0907457663 -10.7718611275 -12.2077902638 -10.4648146746 -9.98461052625 -10.1767265849 nan -11.2496746932 -12.3495290036 nan -14.4803993061,1.72376310392 1.24947402347 2.62160941554 1.93008857117 2.05054360293 2.2472210801 nan 1.49639126507 2.40229142689 nan 2.38634113904,0.674270160257 0.478626751068 1.02575885646 0.758456446801 0.804330095681 0.865269623672 nan 0.571600259769 0.921162081047 nan 0.966275112257,0.8
29,54.0 45.0 35.0 25.0 15.0 6.0,59.0 59.0 59.0 59.0 59.0 59.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.0 0.0 0.0 0.0 0.0 0.0,7.0 7.5 6.5 3.5 -0.5 6.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.585 0.551667 0.975 0.985 0.658333 0.838333,13.5 12.5 11.0 8.5 11.0 -1.0,3.375 7.9375 0.9375 2.125 -0.6875 2.5625,nan nan nan nan nan nan,nan nan nan nan nan nan,nan nan nan nan nan nan,0.0
30,9.0,73.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,999.0,5.0,-99900.0,0.401667,-99900.0,4.5,nan,nan,nan,0.0
31,58.0 34.0 29.0 23.0 17.0 12.0 6.0 60.0 50.0 38.0 28.0 18.0 9.0 37.0 27.0 17.0 8.0,47.0 47.0 47.0 47.0 47.0 47.0 47.0 7.0 7.0 7.0 7.0 7.0 7.0 38.0 38.0 38.0 38.0,11.0 14.5 15.5 20.5 11.5 17.0 22.0 4.5 1.0 1.0 0.0 -1.5 4.0 10.0 12.5 9.5 13.5,-99900.0 12.5 12.5 15.0 15.0 12.0 19.5 1.0 4.0 0.5 4.0 1.5 1.5 12.0 9.5 12.0 11.5,8.0 1.0 1.0 4.0 1.0 4.0 1.0 11.0 7.0 8.0 8.0 8.0 11.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.117714 0.285746 0.0 0.129387 0.455658 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 0.117714 0.285746 -99900.0 0.129387 0.455658 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -7.21395 4.1907 -99900.0 1.53241 5.81451 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.907281 0.986672 999.0 1.0 0.92784 0.907101 0.956213 0.694527 0.667977 0.947142 0.846758 0.680057 0.946702 0.898075 0.153517 0.416761 0.317813,11.0 14.5 15.5 20.5 11.5 17.0 22.0 4.5 1.0 1.0 0.0 -1.5 4.0 10.0 12.5 9.5 13.5,11.0 14.5 15.5 20.5 11.5 17.0 22.0 4.5 1.0 1.0 0.0 -1.5 4.0 10.0 12.5 9.5 13.5,1.035 0.968333 1.005 1.005 1.05167 0.991667 0.998333 1.05167 1.05167 1.05167 0.971667 1.05167 1.025 0.925 1.05167 1.05167 1.05167,-0.5 -99901.0 -7.0 -6.0 -6.5 -4.0 -3.0 9.5 11.0 -10.5 10.5 -99900.0 10.5 -99901.0 17.5 18.5 15.0,0.875 -0.9375 0.375 0.875 2.0625 2.0 0.5625 2.6875 1.4375 -0.3125 -1.375 0.8125 1.4375 0.4375 1.125 -1.0625 1.25,-14.1350418048 -12.1010322756 -12.8244335345 -12.014361507 -14.931204297 -13.5323880507 -11.5022210884 nan nan nan nan nan nan -14.0169650923 -14.0611771589 -12.9768823685 -13.7839673338,1.8492017614 1.32855626165 1.72316628519 1.90034722924 2.39885064825 2.31037786751 1.81841550092 nan nan nan nan nan nan 1.69220037839 2.00491066008 1.25104936512 1.97615754722,0.764976053747 0.498487786609 0.691994440628 0.743244255375 0.996716360351 0.944589836638 0.700599114429 nan nan nan nan nan nan 0.670772652271 0.799536197716 0.485938664613 0.78849403991,0.0
32,58.0 48.0 39.0 30.0 22.0 13.0 4.0 57.0 38.0 28.0,36.0 36.0 36.0 36.0 36.0 36.0 36.0 96.0 96.0 96.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0 8.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,999.0 999.0 999.0 999.0 999.0 999.0 999.0 0.12843 0.31928 0.026986,15.5 16.0 16.0 16.0 16.5 17.0 17.5 8.5 9.5 8.5,-99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0 -99900.0,0.558333 0.428333 0.781667 0.521667 0.878333 0.531667 0.851667 0.745 0.905 0.501667,-6.0 -10.5 -3.0 -7.0 -8.5 -14.5 -2.5 -99901.0 -99901.0 -99901.0,0.25 -1.4375 2.0625 -0.5 0.5 3.5625 4.1875 0.875 0.6875 2.0,nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan,nan nan nan nan nan nan nan nan nan nan,0.0
33,16.0,15.0,-99900.0,-99900.0,8.0,0.0,0.0,-99900.0,-99900.0,999.0,2.0,-99900.0,1.05167,-99900.0,-0.5,nan,nan,nan,0.0
